loanID,accountPayID,loan,reason,job,yoj,createDate,expire,period,rate,status,bad,paymentDate
229,5920548482,35621853,debtcon,profexe,26,2024-09-12 09:19:00,2027-09-12 09:19:00,thirty-six month,19.0,reject,,
230,3960086839,28645244,debtcon,profexe,28,2024-09-12 09:20:00,2024-10-12 09:20:00,one month,0.5,,,
231,2843848429,6180839,homeimp,other,27,2024-09-12 09:21:00,2028-03-12 09:21:00,forty-two month,22.0,accept,,
232,5920548482,16344705,homeimp,office,2,2024-09-12 09:22:00,2026-09-12 09:22:00,twenty-four month,13.0,accept,,
233,6303485293,3496336,debtcon,office,14,2024-09-12 09:23:00,2026-03-12 09:23:00,eighteen month,10.0,,,
234,3960086839,47080808,homeimp,self,10,2024-09-12 09:24:00,2026-09-12 09:24:00,twenty-four month,13.0,reject,,
235,5920548482,1399913,debtcon,mgr,19,2024-09-12 09:25:00,2027-03-12 09:25:00,thirty month,16.0,,,
236,3052928452,37016932,homeimp,profexe,35,2024-09-12 09:26:00,2028-09-12 09:26:00,forty-eight month,25.0,reject,,
237,2843848429,46240894,debtcon,profexe,35,2024-09-12 09:27:00,2025-03-12 09:27:00,six month,3.0,accept,,
238,6496913603,42594122,debtcon,profexe,39,2024-09-12 09:28:00,2027-09-12 09:28:00,thirty-six month,19.0,reject,,
239,1333924038,42467518,homeimp,profexe,8,2024-09-12 09:29:00,2029-03-12 09:29:00,fifty-four month,28.0,accept,,
240,7976125545,27655532,debtcon,self,7,2024-09-12 09:30:00,2024-10-12 09:30:00,one month,0.5,,,
241,9274922399,23635849,homeimp,sales,15,2024-09-12 09:31:00,2027-09-12 09:31:00,thirty-six month,19.0,reject,,
242,6496913603,5281982,debtcon,sales,1,2024-09-12 09:32:00,2028-09-12 09:32:00,forty-eight month,25.0,,,
243,1333924038,19007649,homeimp,sales,12,2024-09-12 09:33:00,2025-03-12 09:33:00,six month,3.0,reject,,
244,9274922399,9754206,debtcon,other,35,2024-09-12 09:34:00,2026-03-12 09:34:00,eighteen month,10.0,accept,,
245,6303485293,42972841,debtcon,self,6,2024-09-12 09:35:00,2025-03-12 09:35:00,six month,3.0,accept,,
246,1333924038,30503636,debtcon,self,36,2024-09-12 09:36:00,2027-03-12 09:36:00,thirty month,16.0,,,
247,1333924038,19303665,homeimp,office,28,2024-09-12 09:37:00,2028-03-12 09:37:00,forty-two month,22.0,,,
248,5920548482,20790539,homeimp,sales,30,2024-09-12 09:38:00,2026-09-12 09:38:00,twenty-four month,13.0,,,
249,7976125545,49864636,homeimp,office,9,2024-09-12 09:39:00,2025-03-12 09:39:00,six month,3.0,,,
250,5920548482,3410801,homeimp,self,9,2024-09-12 09:40:00,2027-03-12 09:40:00,thirty month,16.0,,,
251,2843848429,37447594,homeimp,other,7,2024-09-12 09:41:00,2027-03-12 09:41:00,thirty month,16.0,,,
252,6496913603,41894833,homeimp,profexe,27,2024-09-12 09:42:00,2025-09-12 09:42:00,twelve month,6.0,,,
253,6496913603,15748284,debtcon,sales,32,2024-09-12 09:43:00,2027-09-12 09:43:00,thirty-six month,19.0,accept,,
254,1333924038,27426518,homeimp,office,21,2024-09-12 09:44:00,2028-09-12 09:44:00,forty-eight month,25.0,,,
255,9274922399,5480576,debtcon,mgr,5,2024-09-12 09:45:00,2027-03-12 09:45:00,thirty month,16.0,accept,,
256,6303485293,7442897,debtcon,profexe,23,2024-09-12 09:46:00,2028-09-12 09:46:00,forty-eight month,25.0,,,
257,2843848429,4213134,debtcon,self,30,2024-09-12 09:47:00,2026-09-12 09:47:00,twenty-four month,13.0,accept,,
258,3960086839,23562570,debtcon,office,13,2024-09-12 09:48:00,2025-03-12 09:48:00,six month,3.0,accept,,
259,3960086839,12478014,homeimp,self,25,2024-09-12 09:49:00,2025-09-12 09:49:00,twelve month,6.0,,,
260,6303485293,35732639,debtcon,self,20,2024-09-12 09:50:00,2027-03-12 09:50:00,thirty month,16.0,,,
261,1333924038,24551489,debtcon,other,26,2024-09-12 09:51:00,2029-09-12 09:51:00,sixty month,30.0,accept,,
262,5920548482,6191584,debtcon,self,6,2024-09-12 09:52:00,2026-09-12 09:52:00,twenty-four month,13.0,accept,,
263,7976125545,37665115,homeimp,office,21,2024-09-12 09:53:00,2027-09-12 09:53:00,thirty-six month,19.0,accept,,
264,8203283023,13460977,debtcon,sales,34,2024-09-12 09:54:00,2024-10-12 09:54:00,one month,0.5,accept,,
265,8203283023,13393416,homeimp,sales,37,2024-09-12 09:55:00,2028-03-12 09:55:00,forty-two month,22.0,reject,,
266,3960086839,3344680,homeimp,other,36,2024-09-12 09:56:00,2026-03-12 09:56:00,eighteen month,10.0,,,
267,3052928452,27341482,debtcon,other,11,2024-09-12 09:57:00,2024-10-12 09:57:00,one month,0.5,accept,,
268,6303485293,38559305,debtcon,other,14,2024-09-12 09:58:00,2028-09-12 09:58:00,forty-eight month,25.0,reject,,
269,6496913603,32609669,debtcon,other,3,2024-09-12 09:59:00,2027-03-12 09:59:00,thirty month,16.0,accept,,
270,6303485293,6539984,debtcon,mgr,24,2024-09-12 10:00:00,2028-03-12 10:00:00,forty-two month,22.0,accept,,
271,1333924038,18589055,debtcon,office,13,2024-09-12 10:01:00,2029-09-12 10:01:00,sixty month,30.0,,,
272,9274922399,19741401,homeimp,office,32,2024-09-12 10:02:00,2024-10-12 10:02:00,one month,0.5,,,
273,2843848429,23644426,homeimp,mgr,19,2024-09-12 10:03:00,2027-03-12 10:03:00,thirty month,16.0,,,
274,2843848429,6185868,debtcon,other,10,2024-09-12 10:04:00,2029-09-12 10:04:00,sixty month,30.0,,,
275,2843848429,43612257,debtcon,profexe,20,2024-09-12 10:05:00,2028-09-12 10:05:00,forty-eight month,25.0,accept,,
276,6303485293,28336356,homeimp,office,34,2024-09-12 10:06:00,2029-09-12 10:06:00,sixty month,30.0,reject,,
277,5920548482,48849757,debtcon,profexe,8,2024-09-12 10:07:00,2024-10-12 10:07:00,one month,0.5,,,
278,8203283023,46447633,debtcon,office,39,2024-09-12 10:08:00,2025-09-12 10:08:00,twelve month,6.0,reject,,
279,7976125545,20530329,homeimp,profexe,20,2024-09-12 10:09:00,2026-09-12 10:09:00,twenty-four month,13.0,accept,,
280,6496913603,44982559,debtcon,self,16,2024-09-12 10:10:00,2026-03-12 10:10:00,eighteen month,10.0,accept,,
281,9274922399,44608089,debtcon,sales,7,2024-09-12 10:11:00,2029-09-12 10:11:00,sixty month,30.0,,,
282,9274922399,46594730,homeimp,mgr,31,2024-09-12 10:12:00,2027-09-12 10:12:00,thirty-six month,19.0,reject,,
283,3052928452,38441668,debtcon,mgr,15,2024-09-12 10:13:00,2029-03-12 10:13:00,fifty-four month,28.0,accept,,
284,5920548482,30172214,debtcon,profexe,23,2024-09-12 10:14:00,2026-09-12 10:14:00,twenty-four month,13.0,reject,,
285,6496913603,38014666,debtcon,sales,28,2024-09-12 10:15:00,2027-03-12 10:15:00,thirty month,16.0,reject,,
286,6496913603,8266249,homeimp,mgr,11,2024-09-12 10:16:00,2028-03-12 10:16:00,forty-two month,22.0,,,
287,8203283023,5010721,homeimp,sales,30,2024-09-12 10:17:00,2028-03-12 10:17:00,forty-two month,22.0,accept,,
288,1333924038,22257400,homeimp,self,30,2024-09-12 10:18:00,2029-03-12 10:18:00,fifty-four month,28.0,accept,,
289,7976125545,20801027,debtcon,office,25,2024-09-12 10:19:00,2028-03-12 10:19:00,forty-two month,22.0,,,
290,6496913603,7060719,homeimp,sales,23,2024-09-12 10:20:00,2025-03-12 10:20:00,six month,3.0,reject,,
291,8203283023,31434663,homeimp,profexe,32,2024-09-12 10:21:00,2025-09-12 10:21:00,twelve month,6.0,accept,,
292,2843848429,28024096,homeimp,office,11,2024-09-12 10:22:00,2028-09-12 10:22:00,forty-eight month,25.0,accept,,
293,9274922399,45028757,debtcon,other,38,2024-09-12 10:23:00,2028-03-12 10:23:00,forty-two month,22.0,accept,,
294,3960086839,10049063,homeimp,other,31,2024-09-12 10:24:00,2027-09-12 10:24:00,thirty-six month,19.0,accept,,
295,5920548482,5955141,homeimp,mgr,0,2024-09-12 10:25:00,2026-03-12 10:25:00,eighteen month,10.0,,,
296,6496913603,21134386,homeimp,mgr,20,2024-09-12 10:26:00,2029-09-12 10:26:00,sixty month,30.0,accept,,
297,5920548482,41379487,debtcon,self,3,2024-09-12 10:27:00,2027-03-12 10:27:00,thirty month,16.0,accept,,
298,2843848429,15964670,debtcon,mgr,8,2024-09-12 10:28:00,2029-09-12 10:28:00,sixty month,30.0,reject,,
299,8203283023,11832682,homeimp,other,14,2024-09-12 10:29:00,2028-03-12 10:29:00,forty-two month,22.0,accept,,
300,7976125545,31438615,homeimp,profexe,20,2024-09-12 10:30:00,2026-03-12 10:30:00,eighteen month,10.0,accept,,
301,3960086839,21964583,debtcon,mgr,17,2024-09-12 10:31:00,2027-03-12 10:31:00,thirty month,16.0,accept,,
302,3960086839,12502848,homeimp,office,18,2024-09-12 10:32:00,2025-09-12 10:32:00,twelve month,6.0,accept,,
303,2843848429,8585856,debtcon,self,0,2024-09-12 10:33:00,2028-03-12 10:33:00,forty-two month,22.0,,,
304,8203283023,17244895,homeimp,self,17,2024-09-12 10:34:00,2029-09-12 10:34:00,sixty month,30.0,,,
305,6303485293,42886108,debtcon,other,22,2024-09-12 10:35:00,2025-09-12 10:35:00,twelve month,6.0,,,
306,5920548482,12746484,debtcon,other,1,2024-09-12 10:36:00,2029-09-12 10:36:00,sixty month,30.0,accept,,
307,5920548482,39588643,homeimp,sales,35,2024-09-12 10:37:00,2025-09-12 10:37:00,twelve month,6.0,accept,,
308,7976125545,23221657,debtcon,office,5,2024-09-12 10:38:00,2024-10-12 10:38:00,one month,0.5,reject,,
309,1333924038,29768075,homeimp,sales,0,2024-09-12 10:39:00,2029-03-12 10:39:00,fifty-four month,28.0,,,
310,2843848429,26763844,homeimp,profexe,1,2024-09-12 10:40:00,2024-10-12 10:40:00,one month,0.5,,,
311,6496913603,9310254,homeimp,profexe,30,2024-09-12 10:41:00,2026-03-12 10:41:00,eighteen month,10.0,,,
312,3960086839,49891257,homeimp,profexe,24,2024-09-12 10:42:00,2026-09-12 10:42:00,twenty-four month,13.0,accept,,
313,6496913603,15074281,homeimp,other,7,2024-09-12 10:43:00,2027-03-12 10:43:00,thirty month,16.0,accept,,
314,6303485293,33775279,debtcon,other,38,2024-09-12 10:44:00,2025-03-12 10:44:00,six month,3.0,accept,,
315,6303485293,12209019,homeimp,other,1,2024-09-12 10:45:00,2025-09-12 10:45:00,twelve month,6.0,,,
316,6496913603,28804981,homeimp,sales,27,2024-09-12 10:46:00,2027-03-12 10:46:00,thirty month,16.0,reject,,
317,7976125545,48706757,homeimp,profexe,35,2024-09-12 10:47:00,2027-09-12 10:47:00,thirty-six month,19.0,,,
318,9274922399,19130996,homeimp,office,23,2024-09-12 10:48:00,2026-03-12 10:48:00,eighteen month,10.0,reject,,
319,3960086839,13497905,debtcon,mgr,37,2024-09-12 10:49:00,2025-03-12 10:49:00,six month,3.0,accept,,
320,1333924038,25459181,debtcon,sales,16,2024-09-12 10:50:00,2025-09-12 10:50:00,twelve month,6.0,accept,,
321,8203283023,23086532,homeimp,self,5,2024-09-12 10:51:00,2028-09-12 10:51:00,forty-eight month,25.0,,,
322,6303485293,44234708,homeimp,other,14,2024-09-12 10:52:00,2026-09-12 10:52:00,twenty-four month,13.0,reject,,
323,5920548482,42878807,homeimp,self,25,2024-09-12 10:53:00,2028-03-12 10:53:00,forty-two month,22.0,reject,,
324,1333924038,32507997,debtcon,profexe,1,2024-09-12 10:54:00,2025-03-12 10:54:00,six month,3.0,accept,,
325,7976125545,40420563,homeimp,self,0,2024-09-12 10:55:00,2025-03-12 10:55:00,six month,3.0,accept,,
326,3052928452,11925892,homeimp,office,28,2024-09-12 10:56:00,2024-10-12 10:56:00,one month,0.5,,,
327,1333924038,19497733,debtcon,profexe,2,2024-09-12 10:57:00,2027-09-12 10:57:00,thirty-six month,19.0,accept,,
328,7976125545,15417079,debtcon,office,40,2024-09-12 10:58:00,2029-09-12 10:58:00,sixty month,30.0,accept,,
329,7976125545,18595455,debtcon,other,6,2024-09-12 10:59:00,2027-09-12 10:59:00,thirty-six month,19.0,,,
330,8203283023,5559878,debtcon,sales,36,2024-09-12 11:00:00,2029-03-12 11:00:00,fifty-four month,28.0,,,
331,3052928452,39796919,homeimp,sales,16,2024-09-12 11:01:00,2024-10-12 11:01:00,one month,0.5,,,
332,2843848429,5855586,debtcon,self,12,2024-09-12 11:02:00,2028-09-12 11:02:00,forty-eight month,25.0,,,
333,9274922399,38165935,homeimp,mgr,11,2024-09-12 11:03:00,2024-10-12 11:03:00,one month,0.5,reject,,
334,1333924038,1075608,debtcon,office,9,2024-09-12 11:04:00,2025-03-12 11:04:00,six month,3.0,,,
335,3052928452,11043454,debtcon,office,37,2024-09-12 11:05:00,2025-03-12 11:05:00,six month,3.0,reject,,
336,3052928452,43812160,homeimp,profexe,10,2024-09-12 11:06:00,2028-09-12 11:06:00,forty-eight month,25.0,accept,,
337,2843848429,38566203,homeimp,other,15,2024-09-12 11:07:00,2028-03-12 11:07:00,forty-two month,22.0,reject,,
338,6496913603,42482334,homeimp,profexe,10,2024-09-12 11:08:00,2029-03-12 11:08:00,fifty-four month,28.0,reject,,
339,2843848429,16136477,debtcon,self,5,2024-09-12 11:09:00,2026-03-12 11:09:00,eighteen month,10.0,reject,,
340,1333924038,18929779,homeimp,other,3,2024-09-12 11:10:00,2027-09-12 11:10:00,thirty-six month,19.0,accept,,
341,6496913603,47723372,debtcon,mgr,18,2024-09-12 11:11:00,2025-03-12 11:11:00,six month,3.0,reject,,
342,6303485293,23339646,homeimp,other,29,2024-09-12 11:12:00,2026-09-12 11:12:00,twenty-four month,13.0,reject,,
343,6303485293,32219518,homeimp,office,4,2024-09-12 11:13:00,2029-09-12 11:13:00,sixty month,30.0,reject,,
344,9274922399,24932703,homeimp,mgr,12,2024-09-12 11:14:00,2025-09-12 11:14:00,twelve month,6.0,reject,,
345,3960086839,3342615,homeimp,other,35,2024-09-12 11:15:00,2027-09-12 11:15:00,thirty-six month,19.0,accept,,
346,3960086839,43805856,debtcon,sales,14,2024-09-12 11:16:00,2025-03-12 11:16:00,six month,3.0,accept,,
347,3960086839,35414913,homeimp,mgr,8,2024-09-12 11:17:00,2025-03-12 11:17:00,six month,3.0,,,
348,2843848429,12339839,debtcon,mgr,32,2024-09-12 11:18:00,2025-03-12 11:18:00,six month,3.0,accept,,
349,3960086839,29786388,homeimp,other,4,2024-09-12 11:19:00,2028-03-12 11:19:00,forty-two month,22.0,accept,,
350,9274922399,22874531,homeimp,mgr,37,2024-09-12 11:20:00,2026-09-12 11:20:00,twenty-four month,13.0,accept,,
351,3960086839,25985504,debtcon,mgr,26,2024-09-12 11:21:00,2026-09-12 11:21:00,twenty-four month,13.0,,,
352,3960086839,49528764,homeimp,mgr,2,2024-09-12 11:22:00,2028-09-12 11:22:00,forty-eight month,25.0,accept,,
353,6303485293,8321176,homeimp,profexe,32,2024-09-12 11:23:00,2028-09-12 11:23:00,forty-eight month,25.0,accept,,
354,5920548482,38612350,homeimp,self,23,2024-09-12 11:24:00,2025-09-12 11:24:00,twelve month,6.0,accept,,
355,6496913603,39512157,debtcon,self,11,2024-09-12 11:25:00,2025-03-12 11:25:00,six month,3.0,accept,,
356,1333924038,31766148,homeimp,self,37,2024-09-12 11:26:00,2028-09-12 11:26:00,forty-eight month,25.0,accept,,
357,5920548482,29534516,debtcon,mgr,25,2024-09-12 11:27:00,2025-03-12 11:27:00,six month,3.0,accept,,
358,6496913603,14608675,homeimp,other,37,2024-09-12 11:28:00,2029-09-12 11:28:00,sixty month,30.0,reject,,
359,3960086839,11513578,debtcon,profexe,15,2024-09-12 11:29:00,2028-09-12 11:29:00,forty-eight month,25.0,reject,,
360,7976125545,42585051,debtcon,sales,32,2024-09-12 11:30:00,2029-03-12 11:30:00,fifty-four month,28.0,accept,,
361,9274922399,22948425,homeimp,sales,1,2024-09-12 11:31:00,2025-03-12 11:31:00,six month,3.0,reject,,
362,9274922399,3111599,debtcon,sales,14,2024-09-12 11:32:00,2024-10-12 11:32:00,one month,0.5,accept,,
363,3960086839,23912362,homeimp,mgr,18,2024-09-12 11:33:00,2029-03-12 11:33:00,fifty-four month,28.0,,,
364,1333924038,35089830,debtcon,profexe,16,2024-09-12 11:34:00,2026-03-12 11:34:00,eighteen month,10.0,reject,,
365,6496913603,47420700,debtcon,other,11,2024-09-12 11:35:00,2029-03-12 11:35:00,fifty-four month,28.0,accept,,
366,2843848429,47303504,homeimp,sales,23,2024-09-12 11:36:00,2025-09-12 11:36:00,twelve month,6.0,reject,,
367,6303485293,48084339,debtcon,self,30,2024-09-12 11:37:00,2028-09-12 11:37:00,forty-eight month,25.0,reject,,
368,6303485293,38438672,homeimp,other,27,2024-09-12 11:38:00,2029-09-12 11:38:00,sixty month,30.0,accept,,
369,5920548482,16986977,homeimp,self,30,2024-09-12 11:39:00,2025-03-12 11:39:00,six month,3.0,accept,,
370,3960086839,26354764,debtcon,other,22,2024-09-12 11:40:00,2029-03-12 11:40:00,fifty-four month,28.0,,,
371,3052928452,2031062,debtcon,profexe,16,2024-09-12 11:41:00,2025-03-12 11:41:00,six month,3.0,reject,,
372,6303485293,17135423,debtcon,profexe,15,2024-09-12 11:42:00,2027-03-12 11:42:00,thirty month,16.0,accept,,
373,3960086839,44427320,debtcon,sales,26,2024-09-12 11:43:00,2029-09-12 11:43:00,sixty month,30.0,,,
374,9274922399,13555120,homeimp,mgr,27,2024-09-12 11:44:00,2024-10-12 11:44:00,one month,0.5,reject,,
375,9274922399,9812334,debtcon,sales,12,2024-09-12 11:45:00,2025-09-12 11:45:00,twelve month,6.0,accept,,
376,2843848429,17970295,debtcon,mgr,27,2024-09-12 11:46:00,2027-09-12 11:46:00,thirty-six month,19.0,accept,,
377,3960086839,4190100,debtcon,office,24,2024-09-12 11:47:00,2026-03-12 11:47:00,eighteen month,10.0,,,
378,3052928452,29360008,homeimp,mgr,0,2024-09-12 11:48:00,2027-03-12 11:48:00,thirty month,16.0,accept,,
379,3960086839,18009734,homeimp,profexe,0,2024-09-12 11:49:00,2025-09-12 11:49:00,twelve month,6.0,,,
380,1333924038,38305706,homeimp,profexe,5,2024-09-12 11:50:00,2029-03-12 11:50:00,fifty-four month,28.0,,,
381,6303485293,43568611,homeimp,office,39,2024-09-12 11:51:00,2024-10-12 11:51:00,one month,0.5,,,
382,9274922399,16244754,debtcon,self,0,2024-09-12 11:52:00,2026-03-12 11:52:00,eighteen month,10.0,accept,,
383,1333924038,1565338,homeimp,profexe,23,2024-09-12 11:53:00,2027-09-12 11:53:00,thirty-six month,19.0,,,
384,8203283023,5729153,debtcon,profexe,7,2024-09-12 11:54:00,2026-09-12 11:54:00,twenty-four month,13.0,accept,,
385,9274922399,9440848,debtcon,office,19,2024-09-12 11:55:00,2028-09-12 11:55:00,forty-eight month,25.0,,,
386,5920548482,29889979,debtcon,self,16,2024-09-12 11:56:00,2024-10-12 11:56:00,one month,0.5,reject,,
387,3052928452,25365066,homeimp,sales,30,2024-09-12 11:57:00,2029-03-12 11:57:00,fifty-four month,28.0,accept,,
388,8203283023,38635789,debtcon,office,5,2024-09-12 11:58:00,2028-03-12 11:58:00,forty-two month,22.0,accept,,
389,7976125545,5766207,debtcon,sales,17,2024-09-12 11:59:00,2028-09-12 11:59:00,forty-eight month,25.0,accept,,
390,8203283023,28387582,debtcon,self,8,2024-09-12 12:00:00,2025-09-12 12:00:00,twelve month,6.0,reject,,
391,1333924038,29570596,debtcon,profexe,30,2024-09-12 12:01:00,2028-09-12 12:01:00,forty-eight month,25.0,,,
392,6303485293,10504837,debtcon,other,29,2024-09-12 12:02:00,2027-09-12 12:02:00,thirty-six month,19.0,,,
393,7976125545,26066506,debtcon,self,2,2024-09-12 12:03:00,2027-03-12 12:03:00,thirty month,16.0,reject,,
394,9274922399,47579022,debtcon,office,12,2024-09-12 12:04:00,2027-09-12 12:04:00,thirty-six month,19.0,accept,,
395,6496913603,21272560,debtcon,profexe,36,2024-09-12 12:05:00,2025-03-12 12:05:00,six month,3.0,accept,,
396,6496913603,27964008,debtcon,sales,33,2024-09-12 12:06:00,2029-03-12 12:06:00,fifty-four month,28.0,accept,,
397,9274922399,38844492,debtcon,sales,37,2024-09-12 12:07:00,2026-09-12 12:07:00,twenty-four month,13.0,accept,,
398,8203283023,4078329,debtcon,other,19,2024-09-12 12:08:00,2027-09-12 12:08:00,thirty-six month,19.0,reject,,
399,9274922399,33501164,debtcon,self,36,2024-09-12 12:09:00,2028-09-12 12:09:00,forty-eight month,25.0,reject,,
400,9274922399,37900013,debtcon,office,26,2024-09-12 12:10:00,2028-03-12 12:10:00,forty-two month,22.0,,,
401,1333924038,30096597,homeimp,office,25,2024-09-12 12:11:00,2027-09-12 12:11:00,thirty-six month,19.0,reject,,
402,9274922399,24662738,homeimp,profexe,33,2024-09-12 12:12:00,2027-09-12 12:12:00,thirty-six month,19.0,reject,,
403,6496913603,15990409,homeimp,office,19,2024-09-12 12:13:00,2027-09-12 12:13:00,thirty-six month,19.0,reject,,
404,9274922399,9310137,homeimp,profexe,37,2024-09-12 12:14:00,2027-09-12 12:14:00,thirty-six month,19.0,,,
405,6496913603,21863509,debtcon,profexe,25,2024-09-12 12:15:00,2027-09-12 12:15:00,thirty-six month,19.0,,,
406,7976125545,2409496,homeimp,other,37,2024-09-12 12:16:00,2027-03-12 12:16:00,thirty month,16.0,accept,,
407,1333924038,5629361,homeimp,other,15,2024-09-12 12:17:00,2029-09-12 12:17:00,sixty month,30.0,accept,,
408,3052928452,26154887,debtcon,office,14,2024-09-12 12:18:00,2025-09-12 12:18:00,twelve month,6.0,reject,,
409,1333924038,6192982,debtcon,other,36,2024-09-12 12:19:00,2028-03-12 12:19:00,forty-two month,22.0,reject,,
410,5920548482,7577026,homeimp,self,37,2024-09-12 12:20:00,2024-10-12 12:20:00,one month,0.5,reject,,
411,9274922399,39403323,homeimp,sales,39,2024-09-12 12:21:00,2024-10-12 12:21:00,one month,0.5,,,
412,9274922399,42952719,homeimp,self,36,2024-09-12 12:22:00,2027-03-12 12:22:00,thirty month,16.0,reject,,
413,5920548482,40481160,homeimp,self,27,2024-09-12 12:23:00,2025-09-12 12:23:00,twelve month,6.0,reject,,
414,1333924038,24004894,debtcon,profexe,28,2024-09-12 12:24:00,2029-09-12 12:24:00,sixty month,30.0,accept,,
415,8203283023,39239934,homeimp,self,23,2024-09-12 12:25:00,2026-03-12 12:25:00,eighteen month,10.0,,,
416,3960086839,14592701,homeimp,office,17,2024-09-12 12:26:00,2025-03-12 12:26:00,six month,3.0,reject,,
417,9274922399,26367642,debtcon,mgr,24,2024-09-12 12:27:00,2028-09-12 12:27:00,forty-eight month,25.0,,,
418,2843848429,37130339,homeimp,profexe,24,2024-09-12 12:28:00,2027-09-12 12:28:00,thirty-six month,19.0,reject,,
419,8203283023,20320582,debtcon,mgr,8,2024-09-12 12:29:00,2027-09-12 12:29:00,thirty-six month,19.0,accept,,
420,5920548482,1393962,debtcon,mgr,21,2024-09-12 12:30:00,2028-03-12 12:30:00,forty-two month,22.0,reject,,
421,2843848429,31253793,debtcon,other,38,2024-09-12 12:31:00,2029-03-12 12:31:00,fifty-four month,28.0,,,
422,2843848429,46748552,homeimp,profexe,16,2024-09-12 12:32:00,2028-03-12 12:32:00,forty-two month,22.0,accept,,
423,3052928452,20555714,debtcon,profexe,29,2024-09-12 12:33:00,2024-10-12 12:33:00,one month,0.5,accept,,
424,3960086839,36351365,homeimp,profexe,0,2024-09-12 12:34:00,2026-03-12 12:34:00,eighteen month,10.0,accept,,
425,1333924038,36455819,debtcon,profexe,24,2024-09-12 12:35:00,2025-03-12 12:35:00,six month,3.0,accept,,
426,7976125545,18885240,homeimp,office,4,2024-09-12 12:36:00,2026-03-12 12:36:00,eighteen month,10.0,,,
427,9274922399,22613592,debtcon,self,1,2024-09-12 12:37:00,2029-03-12 12:37:00,fifty-four month,28.0,reject,,
428,2843848429,32278668,homeimp,sales,31,2024-09-12 12:38:00,2029-09-12 12:38:00,sixty month,30.0,reject,,
429,3960086839,41665861,debtcon,other,28,2024-09-12 12:39:00,2027-03-12 12:39:00,thirty month,16.0,accept,,
430,3960086839,18883689,debtcon,other,33,2024-09-12 12:40:00,2026-03-12 12:40:00,eighteen month,10.0,reject,,
431,7976125545,22951507,debtcon,office,1,2024-09-12 12:41:00,2026-09-12 12:41:00,twenty-four month,13.0,,,
432,8203283023,30237543,debtcon,mgr,4,2024-09-12 12:42:00,2025-09-12 12:42:00,twelve month,6.0,accept,,
433,3960086839,3282733,homeimp,profexe,30,2024-09-12 12:43:00,2026-03-12 12:43:00,eighteen month,10.0,,,
434,9274922399,11555534,homeimp,office,36,2024-09-12 12:44:00,2027-03-12 12:44:00,thirty month,16.0,,,
435,7976125545,40329193,debtcon,other,19,2024-09-12 12:45:00,2029-09-12 12:45:00,sixty month,30.0,accept,,
436,6303485293,40358599,debtcon,mgr,3,2024-09-12 12:46:00,2029-09-12 12:46:00,sixty month,30.0,accept,,
437,3052928452,4774649,debtcon,self,29,2024-09-12 12:47:00,2025-09-12 12:47:00,twelve month,6.0,reject,,
438,6303485293,20097126,debtcon,sales,9,2024-09-12 12:48:00,2024-10-12 12:48:00,one month,0.5,reject,,
439,2843848429,5070917,homeimp,self,24,2024-09-12 12:49:00,2025-03-12 12:49:00,six month,3.0,reject,,
440,8203283023,14681158,debtcon,office,25,2024-09-12 12:50:00,2026-03-12 12:50:00,eighteen month,10.0,accept,,
441,5920548482,13125273,homeimp,sales,33,2024-09-12 12:51:00,2027-03-12 12:51:00,thirty month,16.0,accept,,
442,6496913603,29855640,homeimp,profexe,24,2024-09-12 12:52:00,2028-03-12 12:52:00,forty-two month,22.0,accept,,
443,3052928452,33012488,homeimp,office,13,2024-09-12 12:53:00,2029-09-12 12:53:00,sixty month,30.0,reject,,
444,1333924038,31132645,debtcon,sales,19,2024-09-12 12:54:00,2028-03-12 12:54:00,forty-two month,22.0,reject,,
445,6496913603,42885526,homeimp,self,11,2024-09-12 12:55:00,2025-03-12 12:55:00,six month,3.0,,,
446,7976125545,39805249,homeimp,other,2,2024-09-12 12:56:00,2026-03-12 12:56:00,eighteen month,10.0,accept,,
447,6303485293,26091284,debtcon,sales,4,2024-09-12 12:57:00,2026-09-12 12:57:00,twenty-four month,13.0,,,
448,2843848429,13292850,debtcon,sales,2,2024-09-12 12:58:00,2028-03-12 12:58:00,forty-two month,22.0,,,
449,6496913603,5888983,debtcon,office,23,2024-09-12 12:59:00,2029-03-12 12:59:00,fifty-four month,28.0,reject,,
450,8203283023,26270392,homeimp,mgr,36,2024-09-12 13:00:00,2027-09-12 13:00:00,thirty-six month,19.0,,,
451,3052928452,10249003,debtcon,sales,19,2024-09-12 13:01:00,2029-03-12 13:01:00,fifty-four month,28.0,reject,,
452,5920548482,2880880,debtcon,sales,11,2024-09-12 13:02:00,2025-03-12 13:02:00,six month,3.0,reject,,
453,6496913603,39626128,homeimp,office,12,2024-09-12 13:03:00,2025-03-12 13:03:00,six month,3.0,accept,,
454,1333924038,45915155,homeimp,other,40,2024-09-12 13:04:00,2028-09-12 13:04:00,forty-eight month,25.0,,,
455,8203283023,13747897,debtcon,sales,0,2024-09-12 13:05:00,2026-09-12 13:05:00,twenty-four month,13.0,accept,,
456,3052928452,39563376,homeimp,profexe,36,2024-09-12 13:06:00,2026-03-12 13:06:00,eighteen month,10.0,reject,,
457,3052928452,18748130,homeimp,self,38,2024-09-12 13:07:00,2028-03-12 13:07:00,forty-two month,22.0,reject,,
